title,DOI,year,screening-phase,decision,exclusion_reason,other_comments,source_database,duplicate_info,authors,abstract,url,venue
EMSBS-YOLO: A Vehicle Detection Model Based on Spiking Neural Networks,10.1109/ACAIT63902.2024.11022103,2024,t,x,X1,Object detection from drone view,IEEE Xplore,,J. Hou; W. Chen; G. Yang; L. Cong; X. Qi,"Vehicle detection is a fundamental approach for traffic analysis and management. Current mainstream methods rely on convolutional neural network (CNN) models for object detection; however, deep convolutional network architectures come with high computational costs. To tackle this problem, this paper proposes a vehicle detection model based on SNN, EMSBS-YOLO, which effectively leverages the advantages of spiking neural networks (SNNs) in feature extraction, rapid response, and energy efficiency. The model integrates an improved Spatial Pyramid Down-Sampling (SPDS) module, significantly enhancing its ability to capture detailed information from low-resolution images. This improvement enables the model to better locate and recognize small objects. Furthermore, the model employs a bidirectional feature pyramid network module based on SNNs, effectively capturing multi-scale semantic information and achieving comprehensive integration and utilization of features at different scales. This bidirectional feature pyramid structure associates contextual information over a broader range, enhancing the model's performance in complex visual tasks. By incorporating these innovative modules, the model demonstrates exceptional capabilities in small object detection, multi-scale feature capture, and semantic information extraction. The experimental results on the VisDrone2019 dataset demonstrate the outstanding performance of our model, with an mAP50 of 34.1%. Ablation experiments validated the effectiveness of the proposed improvements, showing a 68.8% increase in mAP50 compared to the baseline model. For object detection models based on traditional convolutional neural networks, our model, when deployed on neuromorphic chips, theoretically achieves an 82.86% reduction in energy consumption.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11022103,2024 8th Asian Conference on Artificial Intelligence Technology (ACAIT)
Efficient 3-D Tracking and Detection of Multirotor UAVs Using mmWave Radar With Semi-Supervised Learning,10.1109/JSEN.2025.3562322,2025,f,i,,,IEEE Xplore,,R. Xi; W. Wei; M. Zhang,"Small uncrewed aerial vehicles (UAVs) pose security risks to sensitive areas and individuals due to their rapid movement and wide coverage capabilities. Effective monitoring necessitates the deployment of lightweight and energy-efficient surveillance systems. This research introduces an efficient 3-D tracking and detection approach for small UAVs, using millimeter-wave (mmWave) radars and spiking neural networks (SNNs). By capturing micro-Doppler characteristics of UAV movements, it effectively processes low signal-to-noise ratios (SNRs) and uncertain signals. An improved angle estimation algorithm, combining dynamic programming and particle filters, enables real-time 3-D UAV tracking with reduced computational complexity. Then, a simple UAV detection model based on SNN architecture is developed by leveraging UAVs’ position and corresponding Doppler information. Furthermore, a bioinspired semi-supervised method is proposed to facilitate the training of SNNs using a limited number of annotated samples. The effectiveness of the proposed methodology is evaluated under various environmental conditions. Results indicate a significant improvement in tracking computation time efficiency, with the recognition model size reduced to one-tenth of its original size, yet it maintains near-original system performance.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10976494,IEEE Sensors Journal
Synthetic Dataset for Quadcopter Detection Based on Frequency Propeller Signature,10.1109/AIPR60534.2023.10440658,2023,f,x,X2,"only dataset, but no baseline with SNNs",IEEE Xplore,,M. -A. Drouin; M. -A. Rainville; M. Picard; T. C. Stewart; F. Billy Djupkep Dizeu; G. Gagné,"The use of computer graphic tools typically associated with video games is a popular method to generate synthetic datasets for the training of machine learning algorithms. For optical detection of quadcopters, realistic imagery needs to be generated for multiple models of drones, in multiple types of environments and different flight profiles. By itself, the effort required to generate those virtual environments can be as important as flying actual drones. This is particularly true when a physics-based engine is required to model the behavior of the propellers. While some appearance-based drone detection methods may not need accurate propeller behavior, other detection methods that exploit the high-frequency and/or temporal signatures generated by rotating propellers do require such accurate simulations. This is especially the case for neuromorphic sensors, which are generally sensitive to the unique high-frequency visual signal from the propeller blades. We propose a synthetic approach to acquire training datasets for neuromorphic sensors using a flexible hardware system built from quadcopter components. This system allows efficient acquisition of training sets for drone detection sensors based on the propeller’s temporal and/or frequency signature.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10440658,2023 IEEE Applied Imagery Pattern Recognition Workshop (AIPR)
PointLCA-Net: Using Point Clouds for Energy Efficient Sparse Spatio-Temporal Signal Recognition in Neuromorphic Systems,10.1109/IJCNN64981.2025.11229386,2025,f,x,"X4,X1","Object detection, but not Drone detection. From motivation more idea to deploy on a drone",IEEE Xplore,,S. M. Takaghaj,"In recent years, the field of neuromorphic systems has gained significant traction as the demand for AI applications in energy-constrained autonomous systems, such as unmanned aerial vehicles (UAVs) and robotics, continues to grow. The advent of Dynamic Vision Sensor (DVS) and other event-based sensors, which generate sparse spatio-temporal signals, has propelled the field of neuromorphic engineering. This advancement calls for the development of new machine learning models or the refinement of existing ones to effectively leverage neural dynamics and exploit spike-based communication among neurons. These sparse spatio-temporal signals can be treated as 3D point sets (point clouds), representing the space and time at which these events occur, and can be processed using PointNet architectures. However, applying deep learning techniques such as backpropagation and deploying these models on energy-constrained neuromorphic devices presents challenges in computational resources and memory, as well as real-time processing and power consumption. This work presents PointLCA-Net, which leverages the strengths of PointNets for extracting robust features from input point sets, while utilizing the efficiency of Exemplar LCA to encode these features. PointLCA-Net achieves a high accuracy of 93.41% on DVS128 while reducing energy consumption by approximately 92% compared to other spiking neural networks applied to point clouds, making the system more efficient and well-suited for energy-constrained applications.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11229386,2025 International Joint Conference on Neural Networks (IJCNN)
Hypergraph Neural Networks for Collaborative Drone Mission Planning,10.1109/ICRITO66076.2025.11241792,2025,t,x,X4,,IEEE Xplore,,K. Thamaraiselvi; S. S. Peter; T. Sathya; A. S; A. J; M. Sundarrajan; M. D. Choudhry,"Over the past few years, autonomous Unmanned Aerial Vehicles (UAVs) have emerged as a significant presence in activities such as environmental monitoring, disaster response, surveillance, and infrastructure management in smart cities. The classical mission planning frameworks are primarily based on traditional graph-based models, such as Graph Convolutional Networks (GCNs), Graph Attention Networks (GATs), and Message Passing Neural Networks (MPNNs). Although useful in some limited aspects, these models have a theoretical drawback in that they are unable to model the higher-order interactions of many agents and tasks, as they focus on modeling the relationships between only a pair of them at a time. To address such difficulties, we introduce a new decision support tool, specifically designed to combat a mission called Hypergraph Neural Network, or HyperGNNs. We applied our suggested architecture, based on HyperGNN, utilizing PyTorch Geometric, and tested it with the help of rigorous simulations on the Google Colab platform. In the proposed experiment, realistic drone limitations were considered, including battery capacity, task type, environmental factors, and safety margins. The comparison analysis revealed that our model achieved a success rate of 93%, whereas the other approaches were GCN (82%), GAT (85%), and MPNN $(87 \%)$. It also showed a 15 to 20 percent reduction in the planning process, a 12 percent increase in energy consumption, and a 75 percent reduction in collision rate compared to baselines. These enhancements suggest the potential for describing collaborative drone missions using hypergraph structures. Overall, our method is scalable and provides an efficient approach to real-time, multi-agent mission planning, offering an excellent platform for extending work to address adaptive, neuromorphic, and real-world systems.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11241792,"2025 12th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)"
Intelligent Sensing-to-Action for Robust Autonomy at the Edge: Opportunities and Challenges,10.23919/DATE64628.2025.10993258,2025,f,x,X1,Drone navigation deployed on drone,IEEE Xplore,,A. R. Trivedi; S. Tayebati; H. Kumawat; N. Darabi; D. Kumar; A. K. Kosta; Y. Venkatesha; D. Jayasuriya; N. Jayasinghe; P. Panda; S. Mukhopadhyay; K. Roy,"Autonomous edge computing in robotics, smart cities, and autonomous vehicles relies on the seamless integration of sensing, processing, and actuation for real-time decision-making in dynamic environments. At its core is the sensing-to-action loop, which iteratively aligns sensor inputs with computational models to drive adaptive control strategies. These loops can adapt to hyper-local conditions, enhancing resource efficiency and responsiveness, but also face challenges such as resource constraints, synchronization delays in multimodal data fusion, and the risk of cascading errors in feedback loops. This article explores how proactive, context-aware sensing-to-action and action-to-sensing adaptations can enhance efficiency by dynamically adjusting sensing and computation based on task demands, such as sensing a very limited part of the environment and predicting the rest. By guiding sensing through control actions, action-to-sensing pathways can improve task relevance and resource use, but they also require robust monitoring to prevent cascading errors and maintain reliability. Multi-agent sensing-action loops further extend these capabilities through coordinated sensing and actions across distributed agents, optimizing resource use via collaboration. Additionally, neuromorphic computing, inspired by biological systems, provides an efficient framework for spike-based, event-driven processing that conserves energy, reduces latency, and supports hierarchical control-making it ideal for multi-agent optimization. This article highlights the importance of end-to-end co-design strategies that align algorithmic models with hardware and environmental dynamics, improve cross-layer inter-dependencies to improve throughput, precision, and adaptability for energy-efficient edge autonomy in complex environments.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10993258,"2025 Design, Automation & Test in Europe Conference (DATE)"
Ultra Low Power Multimodal Remote Sensing Night Emergency Search and Rescue Model for Resource Constrained Unmanned Platforms,10.1109/IGARSS55030.2025.11243366,2025,f,x,"X4,X1",Object detection from drone view,IEEE Xplore,,K. Li; Y. Wan; H. Yao; S. Liu; A. Ma; Y. Zhong,"In nighttime emergency rescue scenarios involving unmanned aerial vehicles, traditional artificial neural network (ANN)-based object detection algorithms are challenging to efficiently deploy on resource-constrained edge computing platforms due to their high computational complexity and energy consumption. In contrast, spiking neural networks (SNN), which emulate the brain’s information processing through sparse event-driven computations, significantly improve energy efficiency. Low-light and infrared images, as critical sources of information for nighttime rescue missions, can provide clear feature representations under low-light and complex environmental conditions. The efficient computational characteristics of SNN are highly compatible with the properties of these modalities, further enhancing their potential for nighttime emergency rescue tasks. For this emergency rescue scenario, this paper proposes a low-power object detection method for nighttime emergency rescue tasks, leveraging the fused characteristics of low-light and infrared imagery and the energy-efficient computational advantages of SNN. The method is based on Spiking-YOLO and was tested on self-constructed emergency rescue tasks. Experimental results demonstrate that, compared to the ANN-based Tiny YOLO, the proposed method achieves theoretical power consumption reduced to 1/2000 of the original network, with performance metrics degradation not exceeding 2%.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11243366,IGARSS 2025 - 2025 IEEE International Geoscience and Remote Sensing Symposium
A Neuromorphic Vision-Based Measurement for Robust Relative Localization in Future Space Exploration Missions,10.1109/TIM.2022.3217513,2024,f,x,"X1,X4",Landmark detection from drone view,IEEE Xplore,,M. Salah; M. Chehadah; M. Humais; M. Wahbah; A. Ayyad; R. Azzam; L. Seneviratne; Y. Zweiri,"Space exploration has witnessed revolutionary changes upon landing of the Perseverance Rover on the Martian surface and demonstrating the first flight beyond Earth by the Mars helicopter, Ingenuity. During their mission on Mars, Perseverance Rover and Ingenuity collaboratively explore the Martian surface, where Ingenuity scouts terrain information for rover’s safe traversability. Hence, determining the relative poses between both the platforms is of paramount importance for the success of this mission. Driven by this necessity, this work proposes a robust relative localization system based on a fusion of neuromorphic vision-based measurements (NVBMs) and inertial measurements. The emergence of neuromorphic vision triggered a paradigm shift in the computer vision community, due to its unique working principle delineated with asynchronous events triggered by variations of light intensities occurring in the scene. This implies that observations cannot be acquired in static scenes due to illumination invariance. To circumvent this limitation, high-frequency active landmarks are inserted in the scene to guarantee consistent event firing. These landmarks are adopted as salient features to facilitate relative localization. A novel event-based landmark identification algorithm using Gaussian mixture models (GMMs) is developed for matching the landmarks correspondences formulating our NVBMs. The NVBMs are fused with inertial measurements in proposed state estimators, landmark tracking Kalman filter (LTKF), and translation decoupled Kalman filter (TDKF) for landmark tracking and relative localization, respectively. The proposed system was tested in a variety of experiments and has outperformed the state-of-the-art (SOTA) approaches in accuracy and range.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9931531,IEEE Transactions on Instrumentation and Measurement
Memory Efficient Corner Detection for Event-Driven Dynamic Vision Sensors,10.1109/ICASSP48485.2024.10445937,2024,t,x,X4,,IEEE Xplore,,P. -S. V. Sun; A. Glover; C. Bartolozzi; A. Basu,"Event cameras offer low-latency and data compression for visual applications, through event-driven operation, that can be exploited for edge processing in tiny autonomous agents. Robust, accurate and low latency extraction of highly informative features such as corners is key for most visual processing. While several corner detection algorithms have been proposed, state-of-the-art performance is achieved by ""luvHarris"". However, this algorithm requires a high number of memory accesses per event, making it less-than ideal for low-latency, low-energy implementation in tiny edge processors. In this paper, we propose a new event-driven corner detection implementation tailored for edge computing devices, which requires much lower memory access than lu-vHarris while also improving accuracy. Our method trades computation for memory access, which is more expensive for large memories. For a DAVIS346 camera, our method requires ≈ 3.8X less memory, ≈ 36.6X less memory accesses with only ≈ 2.3X more computes.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10445937,"ICASSP 2024 - 2024 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)"
Frequency Analysis on Neuromorphic Data Using Discrete Fourier Transform,10.1109/IPTA59101.2023.10320008,2023,a,x,X4,,IEEE Xplore,,J. Grundmark; H. Hamrell; J. Berneland; D. Gustafsson,"Event cameras are a relatively new sensor technology on the rise that captures changes in the observed scene. Since the signal is asynchronous and tends to be sparse the sensor is very power efficient, has a low latency, and has a remarkably high temporal resolution. Processing event-based signals of this kind in an effective way, taking full advantage of the technology, requires new signal processing methodologies. This paper proposes a simple yet powerful method for frequency analysis of event-based data using a Discrete Fourier Transform (DFT). The method is tested and evaluated on data sequences acquired from modulated light emitting diodes and a small UAV captured using an iniVation DVXplorer event camera. We show that the method can be used to detect frequencies that change relatively quickly (from 10 Hz-1 kHz in one second), several different frequencies in the same image at the same time, and to detect the rotation frequency of a drone propeller. This can be useful e.g. in the field of UAV detection.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10320008,"2023 Twelfth International Conference on Image Processing Theory, Tools and Applications (IPTA)"
E2SIFT: Neuromorphic SIFT via Direct Feature Pyramid Recovery from Events,10.1109/ICIP51287.2024.10647465,2024,a,x,X4,,IEEE Xplore,,C. Henry; P. Maharjan; Z. Li; G. York,"In recent years, event cameras have achieved significant attention due to their advantages over conventional cameras. Event cameras have high dynamic range, no motion blur, and high temporal resolution. Contrary to traditional cameras which generate intensity frames, event cameras output a stream of asynchronous events based on brightness change. There is extensive ongoing research on performing computer vision tasks like object detection, classification, etc via the event camera. However, due to the unconventional output format of the event camera, it is difficult to perform computer vision tasks directly on the event stream. Mostly, works reconstruct the intensity image from the event stream and then perform such tasks. An important and crucial task is feature detection and description. Scale-invariant feature transform (SIFT) is a widely-used scale-invariant keypoint detector and descriptor that is invariant to transformations like scale, rotation, noise, and illumination. In this work, given an event voxel, we directly generate the LoG pyramid for SIFT keypoint detection. We fit a 3rd-degree polynomial and calculate the polynomial roots to compute the scale-space extrema response for SIFT keypoint detection. Since the extrema computation is performed after LoG thresholding, the solution is computationally less expensive. Experimental results validate the effectiveness of our system.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10647465,2024 IEEE International Conference on Image Processing (ICIP)
Auto-Tuned Event-Based Perception Scheme for Intrusion Monitoring With UAS,10.1109/ACCESS.2021.3066529,2021,t,x,X4,intrusion detection ,IEEE Xplore,,J. P. Rodríguez-Gómez; A. G. Eguíluz; J. R. Martínez-De Dios; A. Ollero,"This paper presents an asynchronous event-based scheme for automatic intrusion monitoring using Unmanned Aerial Systems (UAS). Event cameras are neuromorphic sensors that capture the illumination changes in the camera pixels with high temporal resolution and dynamic range. In contrast to conventional frame-based cameras, they are naturally robust against motion blur and lighting conditions, which make them ideal for outdoor aerial robot applications. The presented scheme includes two main perception components. First, an asynchronous event-based processing system efficiently detects intrusions by combining several asynchronous event-based algorithms that exploit the advantages of the sequential nature of the event stream. The second is an off-line training mechanism that adjusts the parameters of the event-based algorithms to a particular surveillance scenario and mission. The proposed perception system was implemented in ROS for on-line execution on board UAS, integrated in an autonomous aerial robot architecture, and extensively validated in challenging scenarios with a wide variety of lighting conditions, including day and night experiments in pitch dark conditions.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9380323,IEEE Access
Research on optimization of real-time target detection algorithm based on deep learning,10.1109/ICETCI64844.2025.11084148,2025,f,x,"X2,X4",,IEEE Xplore,,C. Qiu; H. Liang,"Stream-aware entity localization exhibits robust implementation potential across auto-piloted vehicular systems, cognitive monitoring grids, and unmanned aerial wayfinding domains. Prevailing spatial recognition paradigms remain vulnerable to target obfuscation, luminance volatility, and arithmetic throughput bottlenecks in cluttered ecosystems, struggling to achieve dual optimization of recognition fidelity and temporal responsiveness. This investigation pioneers a neuromorphic detection framework through synaptic pruning protocols, specifically countering deficiencies in contemporary dynamic pattern identification architectures. The methodology unfolds through three phased innovations: Primarily, we architect a sparsity-enhanced cortical network backbone integrated with saliency-driven perception gates, employing quantized tensor decomposition to amplify discriminative pattern distillation while implementing computation-aware regularization. Subsequently, a polymorphic feature pyramid consortium is engineered, establishing inter-stratum tensor resonance channels through dilated convolution cascades to mitigate sub-resolution target omission in cluttered spectral environments. Complementarily, an evolutive bounding prior engine is devised, employing probabilistic shape priors and differentiable IoU estimators to dynamically calibrate region proposal distributions, thereby optimizing spatial regression vector fields. Benchmarks conducted on heterogeneous vision corpora demonstrate our paradigm outperforms conventional detectors. The proposed neuro-adaptive detection ecology pioneers novel pathways for implementing bio-inspired machine perception in latency-sensitive scenarios, providing actionable insights for both algorithmic evolution and embedded vision system deployment.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11084148,"2025 IEEE 5th International Conference on Electronic Technology, Communication and Information (ICETCI)"
Advancements in Algorithms and Neuromorphic Hardware for Spiking Neural Networks,10.1162/neco_a_01499,2022,f,x,X4,,IEEE Xplore,,A. Javanshir; T. T. Nguyen; M. A. P. Mahmud; A. Z. Kouzani,"Artificial neural networks (ANNs) have experienced a rapid advancement for their success in various application domains, including autonomous driving and drone vision. Researchers have been improving the performance efficiency and computational requirement of ANNs inspired by the mechanisms of the biological brain. Spiking neural networks (SNNs) provide a power-efficient and brain-inspired computing paradigm for machine learning applications. However, evaluating large-scale SNNs on classical von Neumann architectures (central processing units/graphics processing units) demands a high amount of power and time. Therefore, hardware designers have developed neuromorphic platforms to execute SNNs in and approach that combines fast processing and low power consumption. Recently, field-programmable gate arrays (FPGAs) have been considered promising candidates for implementing neuromorphic solutions due to their varied advantages, such as higher flexibility, shorter design, and excellent stability. This review aims to describe recent advances in SNNs and the neuromorphic hardware platforms (digital, analog, hybrid, and FPGA based) suitable for their implementation. We present that biological background of SNN learning, such as neuron models and information encoding techniques, followed by a categorization of SNN training. In addition, we describe state-of-the-art SNN simulators. Furthermore, we review and present FPGA-based hardware implementation of SNNs. Finally, we discuss some future directions for research in this field.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9931070,Neural Computation
Efficient Automatic Modulation Classification in Nonterrestrial Networks With SNN-Based Transformer,10.1109/JIOT.2024.3467284,2025,t,x,X4,,IEEE Xplore,,D. Zeng; Y. Xiao; W. Liu; H. Du; E. Zhang; D. Zhang; Y. Wang; M. Zhang; W. Chen,"With the development of informatization of IoT devices, nonterrestrial networks (NTNs) are becoming more and more important. NTN, including air and space networks, face challenges, such as high-computational complexity, bandwidth requirements, and memory constraints. An intelligent automatic modulation classification (AMC) mechanism based on neural networks plays a pivotal role in enhancing spectrum efficiency, throughput, and link reliability. Past work in AMC has evolved from likelihood-based and feature-based methods to traditional machine learning techniques and, more recently, to deep neural networks (DNNs). However, existing DNN architectures pose challenges for NTN due to high-computational complexity, bandwidth requirements, and memory consumption. Addressing this problems, we proposes a spiking transformer-based model for AMC, exploiting temporal dynamics for enhanced performance. Biologically inspired spiking neural networks enable us to exploit the sparse and binarized activation properties of spiking neurons, allowing us to build AMC models with high-energy efficiency and high availability that can be used in NTN systems. Furthermore, we introduce a weight binarization method to reduce the model size, which also further reduces the bandwidth and memory requirements of AMC in NTN edge deployment. Experimental results demonstrate the superiority of our approach over state-of-the-art methods, with the binarized model achieving comparable accuracy at a fraction of the size.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10693514,IEEE Internet of Things Journal
Stochastic image processing and simultaneous dewarping for aerial vehicles,10.1109/ISCAS.2016.7538990,2016,f,x,X2,"UAV detection, but no SNN used",IEEE Xplore,,J. L. Molin; J. Rattray; R. Etienne-Cummings,"There is increasing interest for aerial vehicles to perform image processing tasks (i.e. object recognition and detection) in real-time. Such systems systems should have minimal data throughput, low computational complexity, and low-power. Traditional frame-based digital cameras are not ideal for meeting such specifications. More recent cameras, inspired by biology, drastically reduce data throughput by representing information in event streams, and in doing so, represent image information temporally. In this work, we utilize the ATIS (Asynchronous Time-based Image Sensor) in conjunction with a Field-Programmable Gate Array implementation of the Integrate-and-Fire Array Transceiver for performing an event-based, simultaneous image dewarping and filtering task. The ATIS output is inherently event-based and stochastic, giving our system the low data throughput and low-power specifications that we seek, as it more directly mimics the communication protocol of biological neurons. We further emphasize how our system can be coupled with aerial vehicles that must perform visual tasks in real-time on a coherent representation of what its camera has captured.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7538990,2016 IEEE International Symposium on Circuits and Systems (ISCAS)
An Embedded Tracking System with Neural Network Accelerator,10.1109/IJCNN.2018.8489157,2018,f,x,"X1,X2,X4",Object detection from drone view,IEEE Xplore,,W. Yang; W. Wang; Y. Gao; Z. Jin,"With robots and unmanned aerial vehicles (UAVs) being more and more employed in real-life scenarios for monitoring and surveillance, there is a increasing demand for deploying various video processing applications in mobile systems. However, with limited on-board computational resources and power consumption, the application in this domain requires that the tracking platforms equipped should have outstanding computing power to handle the tasks in real-time with high-accuracy, while at the same time, fit the highly constrained environment of small size, light weight, and low power consumption (SWaP) for the purpose of long-term surveillance. In this paper, we proposed a new autonomous object tracking system based on an embedded platform, leveraging the emerging neural network hardware which is capable of massive parallel pattern recognition processing and demands only a low level power consumption. Further, a prototype of the tracking system that combines a low-power neural network chip, CogniMem, and an embedded development board, BeagleBone, is developed. Our experimental results show that the power consumption for the entire system is only about 2. 25W, which signifies a promising future of applying ultra-low-power neuromorphic hardware as a accelerator in recognition tasks.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8489157,2018 International Joint Conference on Neural Networks (IJCNN)
Biomimetic Motion Detection,10.1109/ISSNIP.2007.4496833,2007,f,x,"X2,X4",,IEEE Xplore,,R. S. Brinkworth; D. C. O'Carroll,"We present the results of a biomimetic model of motion detection in the insect visual system based on an elaborated correlational elementary motion detector. This model incorporates a number of elements known, or predicted, to be in the insect motion processing pathway. The results show that this model greatly diminishes velocity ambiguity across images from different environments. Due to the nature of the algorithms underlying the model it lends itself to implementation in either digital or analogue hardware including neuromorphic analogue VLSI. The successful application of this algorithm has applications in the development of miniature autonomous systems in defence and civilian roles, including robotics, miniature unmanned aerial vehicles and collision avoidance sensors.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4496833,"2007 3rd International Conference on Intelligent Sensors, Sensor Networks and Information"
Toward Near-Real-Time Training With Semi-Random Deep Neural Networks and Tensor-Train Decomposition,10.1109/JSTARS.2021.3096195,2021,f,x,X2,"UAV detection, but no SNN used",IEEE Xplore,,H. Syed; R. Bryla; U. Majumder; D. Kudithipudi,"In recent years, deep neural networks have shown to achieve state-of-the-art performance on several classification and prediction tasks. However, these networks demand undesirable lengthy training times coupled with high computational resources (memory, I/O, processing time). In this work, we explore semi-random deep neural networks to achieve near real-time training and less computational resource usage. Although many works enhance the underlying hardware for real-time training, this work focuses on algorithmic optimization. It is shown that random projection networks with additional skipped connectivity and randomly weighted layers can boost the overall network performance while enabling for real-time training. Additionally, a tensor-train decomposition technique is leveraged to further reduce the model complexity of these networks. Our investigation accomplishes the following: 1) Tensor-train decomposition decreases the complexity of random projection networks, 2) compression of the fully connected hidden layer leads to a minimum ~ 40× decrease in memory size, and 3) training under random projection networks can be achieved in near-real time.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9492908,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing
ColibriES: A Milliwatts RISC-V Based Embedded System Leveraging Neuromorphic and Neural Networks Hardware Accelerators for Low-Latency Closed-loop Control Applications,10.1109/ISCAS46773.2023.10181726,2023,f,x,X4,,IEEE Xplore,,G. Rutishauser; R. Hunziker; A. Di Mauro; S. Bian; L. Benini; M. Magno,"End-to-end event-based computation has the poten-tial to push the envelope in latency and energy efficiency for edge AI applications. Unfortunately, event-based sensors (e.g., DVS cameras) and neuromorphic spike-based processors (e.g., Loihi) have been designed in a decoupled fashion, thereby missing major streamlining opportunities. This paper presents ColibriES, the first-ever neuromorphic hardware embedded system plat-form with dedicated event-sensor interfaces and full processing pipelines. ColibriES includes event and frame interfaces and data processing, aiming at efficient and long-life embedded systems in edge scenarios. ColibriES is based on the Kraken system-on-chip and contains a heterogeneous parallel ultra-low power (PULP) processor, frame-based and event-based camera interfaces, and two hardware accelerators for the computation of both event-based spiking neural networks and frame-based ternary convolutional neural networks. This paper explores and accurately evaluates the performance of event data processing on the example of gesture recognition on ColibriES, as the first step of full-system evaluation. In our experiments, we demonstrate a chip energy consumption of 7.7 mJ and latency of 164.5 ms of each inference with the DVS Gesture event data set as an example for closed-loop data processing, showcasing the potential of ColibriES for battery-powered applications such as wearable devices and UAVs that require low-latency closed-loop control.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10181726,2023 IEEE International Symposium on Circuits and Systems (ISCAS)
SNNTracker: Online High-Speed Multi-Object Tracking With Spike Camera,10.1109/TPAMI.2025.3610696,2026,f,x,"X1,X4","drone view object detection, but not mentioned if also usable for drone detection",IEEE Xplore,,Y. Zheng; C. Li; J. Zhang; Z. Yu; T. Huang,"Multi-object tracking (MOT) is crucial for applications such as autonomous driving and robotics, yet traditional image-based methods struggle in high-speed scenarios due to motion blur and temporal gaps caused by low frame rates. Spike cameras, with their ability to continuously record spatiotemporal signals, overcome these limitations. However, existing spike-based methods often rely on intermediate image reconstruction or discrete clustering, limiting real-time performance and temporal continuity. To address this, we propose SNNTracker, the first fully spiking neural network (SNN)-based MOT algorithm tailored for spike cameras. SNNTracker integrates a dynamic neural field (DNF)-based attention mechanism for target detection and a winner-take-all (WTA)-based tracking module with online spike-timing-dependent plasticity (STDP) for adaptive learning of object trajectories. By directly processing spike streams without reconstruction, SNNTracker reduces latency, computational overhead, and dependency on image quality, making it ideal for ultra-high-speed environments. It maintains robust, continuous tracking even under occlusions, severe lighting variations, or temporary object disappearance, by leveraging SNN-estimated motion predictions and long-term online clustering. We construct three types of spike-camera MOT datasets covering dense and sparse annotations across diverse real-world scenarios, including camera ego-motion, deformable and ultra-fast motion (up to 2600 RPM), occlusion, indoor/outdoor lighting changes, and low-visibility tracking. Extensive experiments demonstrate that SNNTracker consistently outperforms state-of-the-art MOT methods—both ANN- and SNN-based—achieving MOTA scores above 96% and up to 100% in many sequences. Our results highlight the advantages of spike-driven SNNs for low-latency, high-speed, and label-free multi-object tracking, advancing neuromorphic vision for real-time perception.",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11165142,IEEE Transactions on Pattern Analysis and Machine Intelligence
AI‐Enabled Energy Management in Mobile Wireless Sensor Network for 6G Internet‐of‐Things (IoT),10.1002/9781394411337.ch1,2025,t,x,X4,,IEEE Xplore,,B. P. SINGH; L. SONI; A. TANEJA,"Summary <p>Mobile wireless sensor networks (MWSNs) within the Internet‐of‐Things (IoT) are undergoing a significant transformation with the advent of sixth generation (6G) technology, which prioritizes low‐latency, high‐speed communication, and efficient energy management. This chapter explores the artificial intelligence (AI)‐driven strategies that enhance the performance of 6G‐enabled MWSNs while optimizing energy consumption and extending network lifespan. It explores the roles of federated learning, deep learning and reinforcement learning in addressing the energy efficiency challenges. The chapter introduces innovative approaches for intelligent and sustainable energy management in next‐generation wireless networks, leveraging neuromorphic computing and quantum‐inspired algorithms to achieve smarter and more eco‐friendly operations. Genetic algorithms may be applied to solve complex, multifarious optimization problems in 6G IoT MWSN energy management.</p>",https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=11251464.pdf&bkn=11251358&pdfType=chapter,6G Urban Innovation: AI and Digital Twin for Next-Gen Sustainable Cities
